author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/284310333/,Москва,sale,flat,4,5,3,73.7,-1,0,73306399,Мещанский,Большой Сергиевский переулок,18,Трубная,
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/297295342/,Москва,sale,flat,6,6,3,106.2,-1,0,115000000,Пресненский,Малая Бронная ,20а,Пушкинская,
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/291456629/,Москва,sale,flat,13,26,3,76.0,-1,0,43000000,Очаково-Матвеевское,Нежинская ,5к2,Давыдково,Городские резиденции SPIRES
Елена Иванова,realtor,https://www.cian.ru/sale/flat/301563668/,Москва,sale,flat,10,15,3,67.9,-1,0,48900000,Беговой,Северный ао,к3,Белорусская,Слава ЖК
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/300338564/,Москва,sale,flat,7,20,3,75.6,-1,0,46000000,Лефортово,проезд Невельского,1к2,Авиамоторная,Символ
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/295712746/,Москва,sale,flat,9,26,3,73.3,-1,0,43000000,Очаково-Матвеевское,Нежинская ,5к2,Давыдково,Городские резиденции SPIRES
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/292246278/,Москва,sale,flat,10,26,3,75.0,-1,0,44000000,Очаково-Матвеевское,Нежинская ,5к2,Давыдково,Городские резиденции SPIRES
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/297901296/,Москва,sale,flat,20,20,3,76.0,-1,0,18500000,, Родниковая,30к2,Саларьево,Румянцево-Парк
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/295104122/,Москва,sale,flat,22,53,3,130.0,-1,0,100000000,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/301136080/,Москва,sale,flat,13,25,3,88.4,-1,0,88000000,Очаково-Матвеевское,Нежинская ,5к2,Матвеевская,Городские резиденции SPIRES
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/297470849/,Москва,sale,flat,7,9,3,55.4,-1,0,33490000,Очаково-Матвеевское,Аминьевское шоссе,4Дк2,Аминьевская,Вестердам
Капиталъ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/298515260/,Москва,sale,flat,13,20,3,108.0,-1,0,47950000,Алексеевский,Новоалексеевская ,16К5,Алексеевская,Серебряный фонтан
HOUSE MALL - Городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/296422373/,Москва,sale,flat,12,59,3,166.0,-1,0,59990000,Ростокино,проспект Мира,188Бк3,Ростокино,Триколор
Самолет Плюс Москва,real_estate_agent,https://www.cian.ru/sale/flat/300568982/,Москва,sale,flat,11,12,3,62.8,-1,0,17500000,Зюзино,Балаклавский проспект,46А,Зюзино,
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/298466120/,Москва,sale,flat,12,12,3,81.2,-1,0,67900000,Сокол, Врубеля,4к1,Сокол,
BY Moscow City,real_estate_agent,https://www.cian.ru/sale/flat/294466907/,Москва,sale,flat,44,65,3,96.0,-1,0,74000000,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,NEVA TOWERS
Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/300005995/,Москва,sale,flat,6,9,3,76.5,-1,0,41500000,Донской,Ленинский проспект,12,Шаболовская,
Isaev Estate,real_estate_agent,https://www.cian.ru/sale/flat/297312074/,Москва,sale,flat,2,8,3,92.0,-1,0,63800000,Хамовники,переулок Сивцев Вражек,33,Смоленская,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/299557337/,Москва,sale,flat,8,18,3,75.5,-1,0,38500000,Алексеевский,Новоалексеевская ,16К5,Алексеевская,Серебряный фонтан
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/290884000/,Москва,sale,flat,3,24,3,107.6,-1,0,77000000,Беговой,Верхняя ,20к1,Белорусская,Суббота
Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/301923949/,Москва,sale,flat,10,34,3,84.0,-1,0,77000000,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
Estes,real_estate_agent,https://www.cian.ru/sale/flat/301217579/,Москва,sale,flat,21,24,3,110.55,-1,0,48000000,Дмитровский,Дмитровское шоссе,107к4,Яхромская,Летний сад
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/286620185/,Москва,sale,flat,5,6,3,78.1,-1,0,68724749,Тверской,1-я Тверская-Ямская ,18,Маяковская,
Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/297630559/,Москва,sale,flat,5,7,3,182.0,-1,0,280000000,Таганский,Котельническая набережная,21,Таганская,Симфония набережных
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/286850576/,Москва,sale,flat,5,22,3,58.0,-1,0,24700000,Хорошевский, Зорге,9,Полежаевская,Зорге 9
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/300276907/,Москва,sale,flat,9,36,3,87.0,-1,0,38900000,Хорошево-Мневники,Шелепихинская набережная,34к3зд6,Шелепиха,Сердце Столицы
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/300812059/,Москва,sale,flat,2,8,3,91.8,-1,0,63800000,Хамовники,переулок Сивцев Вражек,33,Смоленская,
Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/300006070/,Москва,sale,flat,4,12,3,100.0,-1,0,100000000,Пресненский,Большой Палашевский переулок,3,Пушкинская,
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/294206662/,Москва,sale,flat,11,22,3,77.0,-1,0,27990000,Марфино, Академика Комарова,3к2,Улица Милашенкова,Марфино
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/297831958/,Москва,sale,flat,17,21,3,120.0,-1,0,108000000,Пресненский,2-я Звенигородская ,12С19,Улица 1905 года,Lucky
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/285996127/,Москва,sale,flat,3,10,3,110.4,-1,0,97500000,Тверской, Фадеева,4А,Новослободская,Итальянский Квартал
НДВ,real_estate_agent,https://www.cian.ru/sale/flat/295813573/,Москва,sale,flat,16,16,3,66.0,-1,0,15500000,Южное Медведково,Заповедная ,6,Свиблово,
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/300615233/,Москва,sale,flat,4,21,3,99.0,-1,0,140000000,Якиманка,Донская ,14,Шаболовская,Медный 3.14
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/300191551/,Москва,sale,flat,5,23,3,98.3,-1,0,60000000,Щукино, Расплетина,22к2,Октябрьское поле,Северная Звезда
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/300605270/,Москва,sale,flat,14,20,3,132.5,-1,0,110000000,Гагаринский, Косыгина,13к1,Воробьёвы горы,Фамильный дом Воробьево
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/301956814/,Москва,sale,flat,19,22,3,114.7,-1,0,68850000,Донской, Вавилова,2,Ленинский проспект,Нескучный сад
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/300251854/,Москва,sale,flat,1,29,3,110.0,-1,0,73000000,Хорошево-Мневники,Шелепихинская набережная,34к2,Шелепиха,Сердце Столицы
SC Realty,real_estate_agent,https://www.cian.ru/sale/flat/301364709/,Москва,sale,flat,24,44,3,64.1,-1,0,31700000,Пресненский,Ходынская ,2,Улица 1905 года,Пресня Сити
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/299063762/,Москва,sale,flat,5,5,3,174.6,-1,0,86000000,Академический, Дмитрия Ульянова,31,Академическая,Пирамида
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/296083608/,Москва,sale,flat,2,11,3,135.0,-1,0,119000000,Басманный,Казарменный переулок,3,Курская,Дом на Покровском бульваре
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/282406814/,Москва,sale,flat,4,13,3,130.0,-1,0,100796299,Пресненский,Большая Грузинская ,19,Баррикадная,
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/300425289/,Москва,sale,flat,17,32,3,84.0,-1,0,83000000,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/300251626/,Москва,sale,flat,2,29,3,62.7,-1,0,29000000,Хорошево-Мневники,Шелепихинская набережная,34к4зд8,Шелепиха,Сердце Столицы
Alliance Agency Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/299236242/,Москва,sale,flat,37,58,3,129.0,-1,0,44900000,Ростокино,проспект Мира,188Бк1,Ростокино,Триколор
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/298261357/,Москва,sale,flat,11,46,3,88.0,-1,0,42000000,Хорошево-Мневники,Шелепихинская набережная,34к7,Шелепиха,Сердце Столицы
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/301159617/,Москва,sale,flat,6,36,3,95.1,-1,0,57900000,Хорошево-Мневники,Шелепихинская набережная,34к2зд1,Шелепиха,Сердце Столицы
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/300754049/,Москва,sale,flat,3,12,3,108.1,-1,0,108000000,Хамовники,Малая Пироговская ,8,Спортивная,Barrin House
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/269129840/,Москва,sale,flat,6,18,3,113.4,-1,0,46000000,Ломоносовский, Архитектора Власова,6,Профсоюзная,Вавилово
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/299607153/,Москва,sale,flat,5,6,3,105.0,-1,0,120000000,Басманный, Машкова,6С1,Красные ворота,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/300843917/,Москва,sale,flat,16,39,3,84.8,-1,0,51000000,Раменки, Лобачевского,120к1,Аминьевская,Крылья
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/297885911/,Москва,sale,flat,11,21,3,90.0,-1,0,99989000,Пресненский,2-я Звенигородская ,14,Улица 1905 года,Lucky
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/292050580/,Москва,sale,flat,2,5,3,147.0,-1,0,400000000,Хамовники,Пречистенская набережная,43,Кропоткинская,Carré Blanc
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/296403911/,Москва,sale,flat,2,6,3,121.0,-1,0,50900000,Покровское-Стрешнево,Береговая ,4К2,Стрешнево,Покровский берег
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/289857578/,Москва,sale,flat,28,37,3,85.8,-1,0,45000000,Хорошево-Мневники,Шелепихинская набережная,34к1зд5,Шелепиха,Сердце Столицы
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/300929568/,Москва,sale,flat,47,53,3,160.0,-1,0,188800000,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской
Станислава Яткевич,realtor,https://www.cian.ru/sale/flat/295950251/,Москва,sale,flat,3,57,3,115.0,-1,0,67970000,Хорошевский,Чапаевский переулок,3,Аэропорт,Триумф-Палас
